hash,Data_de_cadastro,Canal_de_atendimento,Denúncia_emergencial,Denunciante,Cenário_da_violação,País,UF,Município,Frequência,Início_das_violações,sl_quantidade_vitimas,(Nenhum nome de coluna),Motivação,Relação_vítima_suspeito,sl_vitima_cadastro,Gênero_da_vítima,Orientação_sexual_da_vítima,Faixa_etária_da_vítima,Nacionalidade_da_vítima,sl_vitima_naturalidade,sl_vitima_naturalizado_uf,sl_vitima_naturalizado_municipio,Deficiência_da_vítima,Doença_rara_da_vítima,Deficiência_relacionada_a_doença_rara,Vítima_preso_a,País_da_vítima,UF_da_vítima,Município_da_vítima,Profissão_da_vítima,Grau_de_instrução_da_vítima,Religião_da_vítima,Raça_Cor_da_vítima,Etnia_da_vítima,Faixa_de_renda_da_vítima,Natureza_Jurídica_do_Suspeito,Gênero_do_suspeito,Orientação_sexual_do_suspeito,Faixa_etária_do_suspeito,Suspeito_nacionalidade,sl_suspeito_naturalidade,sl_suspeito_naturalizado_uf,sl_suspeito_naturalizado_municipio,Deficiência_do_suspeito,Doença_rara_do_suspeito,Deficiência_relacionada_a_doença_rara_suspeito,Suspeito_preso,País_do_suspeito,UF_do_suspeito,sl_suspeito_municipio,Profissão_do_suspeito,Grau_de_instrução_do_suspeito,Religião_do_suspeito,Raça_Cor_do_suspeito,Suspeito_Etnia,Faixa_de_renda_do_suspeito,Vínculo_Órgão_PJ_do_suspeito,sl_suspeito_ramo,suspeito_especificacao_etnia,vitima_especificacao_etnia,violacao,,,,,,,,,,,,,,,,,
000048D67917C5DFE77B3F7BCA02CFA938D4972559F6C1D3C6A186251DAAE2D1,2023-05-16 11:17:57.083,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,PE,261160 | RECIFE,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.FOI PRATICADO POR DUAS OU MAIS PESSOAS,FILHO(A),PESSOA FÍSICA,MASCULINO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,261160 | RECIFE,OUTROS NÃO LISTADOS,ANALFABETO/SEM INSTRUÇÃO,NULL,NULL,NULL,NULL,COMUNIDADE/FAMÍLIA,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,PE,261160 | RECIFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL,,,,,,,,,,,,,,,,,
0015D7C81518B94C2471C134ECBB8D8CE8E65636B57C2DDD7527558E3B477940,2023-03-09 12:41:41.850,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,RJ,330170 | DUQUE DE CAXIAS,DIARIAMENTE,HÁ UM MÊS,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.NA RELAÇÃO FAMILIAR,MÃE,PESSOA FÍSICA,MASCULINO,NÃO,13 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,RJ,330170 | DUQUE DE CAXIAS,ESTUDANTE,NULL,NULL,NULL,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,30 A 34 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RJ,330170 | DUQUE DE CAXIAS,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,,,,,,
001757678D9C0E20C4F3A7BC0C0FA7C8800A84ED0161A06F8E3CBCB39ACA2DD3,2023-05-04 12:54:08.187,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,355100 | SÃO VICENTE,SEMANALMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,MÃE,PESSOA FÍSICA,FEMININO,NULL,11 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,SP,355100 | SÃO VICENTE,NULL,ENSINO FUNDAMENTAL INCOMPLETO,NULL,BRANCA,NULL,SEM RENDIMENTO,PESSOA FÍSICA,FEMININO,NÃO,30 A 34 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,SP,355100 | SÃO VICENTE,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO,,,,,,,,,,,,,,,,,
0011C81C2C1EEFD88B183E119FEFEF4F088E83097AFE9F3FC22488CFEA3A4339,2023-02-20 10:27:34.937,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PE,260960 | OLINDA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,AGRAVANTE.NA RELAÇÃO FAMILIAR,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO INFORMADO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,NULL,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NULL,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>ABANDONO,,,,,,,,,,,,,,,,,
0011C81C2C1EEFD88B183E119FEFEF4F088E83097AFE9F3FC22488CFEA3A4339,2023-02-20 10:27:34.937,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PE,260960 | OLINDA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,NULL,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO INFORMADO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO,,,,,,,,,,,,,,,,,
0011C81C2C1EEFD88B183E119FEFEF4F088E83097AFE9F3FC22488CFEA3A4339,2023-02-20 10:27:34.937,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PE,260960 | OLINDA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO INFORMADO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO,,,,,,,,,,,,,,,,,
000E646868CF248F2676E324694A7169D2809F3D11706F7BB48DCBA9964C33DB,2023-01-26 12:25:52.813,TELEFÔNICO,NÃO,TERCEIRO,ÓRGÃOS PÚBLICOS,BR | BRASIL,RJ,330490 | SÃO GONÇALO,DIARIAMENTE,HÁ MAIS DE UM ANO,2,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,NÃO SE APLICA,PESSOA FÍSICA,MASCULINO,NULL,07 ANOS,BR | BRASIL,NULL,NULL,NULL,AUTISMO,NÃO,NULL,NULL,BR | BRASIL,RJ,330490 | SÃO GONÇALO,NULL,NULL,NULL,PARDA,NULL,NULL,ÓRGÃO PÚBLICO,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,RJ,330490 | SÃO GONÇALO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MINISTÉRIO PÚBLICO - ESTADUAL,NULL,NULL,DIREITOS SOCIAIS>EDUCAÇÃO,,,,,,,,,,,,,,,,,
001002CD7CD653E1EB944E61C54E67B6285FAE181663380E1C0A9DB96AD09A5F,2023-01-09 08:53:47.767,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,RN,240020 | AÇU,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,PADRASTO/MADRASTA,PESSOA FÍSICA,MASCULINO,NÃO,08 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RN,240020 | AÇU,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,30 A 34 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RN,240020 | AÇU,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA,,,,,,,,,,,,,,,,,
00107991CB5CAFF5BD2E07157D85505946028B34DE2E40DB6071B985097927E6,2023-03-20 16:07:16.810,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,MG,310620 | BELO HORIZONTE,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA IDOSA,NULL,IRMÃO(Ã),PESSOA FÍSICA,MASCULINO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,MG,310620 | BELO HORIZONTE,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,NÃO INFORMADO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,MG,310620 | BELO HORIZONTE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LIBERDADE>DIREITOS INDIVIDUAIS>CÁRCERE PRIVADO,,,,,,,,,,,,,,,,,
001C624DEF218D5DB6B85B9E38F7374DAD6C5AF78CE817B6A4C9432DD7719339,2023-04-06 15:41:07.517,APLICATIVO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,CE,230465 | GRAÇA,NÃO SABE INFORMAR,NÃO SABE INFORMAR,2,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,MOTIVAÇÃO.EM RAZÃO DA IDADE,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,IDOSO IDADE NÃO INFORMADA,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,BA,230465 | GRAÇA,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,CE,230465 | GRAÇA,NULL,NULL,NULL,NÃO INFORMADO,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>MAUS TRATOS,,,,,,,,,,,,,,,,,
001C9FCB300A04F3801C7FBBCBC3574E58539063001F12C33A4AF85996E44869,2023-01-29 19:46:19.393,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SC,421190 | PALHOÇA,DIARIAMENTE,HÁ UM MÊS,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,MÃE,PESSOA FÍSICA,MASCULINO,NÃO,12 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SC,421190 | PALHOÇA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,40 A 44 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SC,421190 | PALHOÇA,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO,,,,,,,,,,,,,,,,,
001C9FCB300A04F3801C7FBBCBC3574E58539063001F12C33A4AF85996E44869,2023-01-29 19:46:19.393,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SC,421190 | PALHOÇA,DIARIAMENTE,HÁ UM MÊS,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.NA RELAÇÃO FAMILIAR,MÃE,PESSOA FÍSICA,MASCULINO,NÃO,12 ANOS,BR | BRASIL,NULL,NULL,NULL,MENTAL/INTELECTUAL,NÃO,NULL,NÃO,BR | BRASIL,SC,421190 | PALHOÇA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,40 A 44 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,SC,421190 | PALHOÇA,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO,,,,,,,,,,,,,,,,,
0010C23A90018EA7F6C0DFB2DCE3564ACF9E8DC930D14910D401DF01C29CADB9,2023-06-10 14:57:30.463,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,CE,230930 | NOVA RUSSAS,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA POPULAÇÃO LGBTQIA+,MOTIVAÇÃO.EM RAZÃO DE CONDIÇÕES FÍSICAS, SENSORIAIS, INTELECTUAIS OU MENTAIS,PAI,PESSOA FÍSICA,MASCULINO,BISSEXUAL,20 A 24 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,CE,230930 | NOVA RUSSAS,NÃO SABE INFORMAR,ANALFABETO/SEM INSTRUÇÃO,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,50 A 54 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,CE,230930 | NOVA RUSSAS,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,,,,
0011C81C2C1EEFD88B183E119FEFEF4F088E83097AFE9F3FC22488CFEA3A4339,2023-02-20 10:27:34.937,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PE,260960 | OLINDA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO INFORMADO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO,,,,,,,,,,,,,,,,,
0011C81C2C1EEFD88B183E119FEFEF4F088E83097AFE9F3FC22488CFEA3A4339,2023-02-20 10:27:34.937,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PE,260960 | OLINDA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA,MOTIVAÇÃO.EM RAZÃO DE CONDIÇÕES FÍSICAS, SENSORIAIS, INTELECTUAIS OU MENTAIS,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO INFORMADO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL,,,,,,,,,,,,,,,
001303F36490A9DB88130FB87AFBBE6F48C7C00C3195A2F509570909D30AAE7B,2023-05-30 13:19:07.217,TELEFÔNICO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA - SEM FREQUÊNCIA,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,MA,210663 | MATÕES DO NORTE,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,AVÔ(Ó),NULL,MASCULINO,NÃO,06 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,MA,210663 | MATÕES DO NORTE,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,MA,210663 | MATÕES DO NORTE,OUTROS NÃO LISTADOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>MAUS TRATOS,,,,,,,,,,,,,,,,,
0013561487A5CB8B8D8A94811D0239CA92C0B6A1F7F069FC2D3549018434C9F0,2023-06-30 12:44:15.303,WHATSAPP,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PB,250750 | JOÃO PESSOA,DIARIAMENTE,HÁ MAIS DE DEZ ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,MOTIVAÇÃO.EM RAZÃO DA IDADE,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PB,250750 | JOÃO PESSOA,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,35 A 39 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PB,250750 | JOÃO PESSOA,NÃO SABE INFORMAR,NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>ABANDONO,,,,,,,,,,,,,,,,,
0013D1502DDC1DC7F69C77D29928D8E0CA754448ED250EDE6D38F24879FF7EAB,2023-04-12 14:12:35.913,TELEFÔNICO,NÃO,TERCEIRO,VIA PÚBLICA,BR | BRASIL,MA,211130 | SÃO LUÍS,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,DESCONHECIDO(A),PESSOA FÍSICA,FEMININO,NÃO,07 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DENUNCIANTE NÃO SOUBE INFORMAR,NULL,NULL,NULL,PARDA,NULL,NULL,ÓRGÃO PÚBLICO,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DENUNCIANTE NÃO SOUBE INFORMAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SEGURANÇA PÚBLICA, FORÇAS ARMADAS, DEFESA CIVIL, BOMBEIROS E ASSEMELHADOS ? FEDERAL,NULL,NULL,LIBERDADE>DIREITOS INDIVIDUAIS>CONDIÇÃO ANÁLOGA À DE ESCRAVO>SUBMETER TRABALHADOR A JORNADA EXAUSTIVA,,,,,,,,,,,,,,
001099D6128F3A80EA772ABB865226C5E40D5A53E3EB7A8AD83397F8C49F418D,2023-03-10 13:59:56.590,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,ESPOSA(O),PESSOA FÍSICA,MASCULINO,NÃO,60 A 64 ANOS,BR | BRASIL,NULL,NULL,NULL,FÍSICA/MOTORA,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,OUTROS NÃO LISTADOS,ENSINO FUNDAMENTAL INCOMPLETO,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,45 A 49 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO,,,,,,,,,,,,,,,,,
001099D6128F3A80EA772ABB865226C5E40D5A53E3EB7A8AD83397F8C49F418D,2023-03-10 13:59:56.590,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,SEMANALMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,MOTIVAÇÃO.EM RAZÃO DA IDADE,ESPOSA(O),PESSOA FÍSICA,MASCULINO,NÃO,60 A 64 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,OUTROS NÃO LISTADOS,ENSINO FUNDAMENTAL INCOMPLETO,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,45 A 49 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,354240 | REGENTE FEIJÓ,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>MAUS TRATOS,,,,,,,,,,,,,,,,,
001104084EF997A9F23D07D2D3D1C144ACD15D8E0A005D22632FE03520ADA654,2023-04-05 08:56:15.100,WHATSAPP,NÃO,TERCEIRO,AMBIENTE DE LAZER/ESPORTE/ENTRETENIMENTO,BR | BRASIL,MG,315460 | RIBEIRÃO DAS NEVES,ÚNICA OCORRÊNCIA,NÃO SE APLICA,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,AMIGO(A),PESSOA FÍSICA,MASCULINO,NÃO,60 A 64 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,MG,315460 | RIBEIRÃO DAS NEVES,PEDREIRO, SERVENTE DE OBRAS, PINTOR DE OBRAS, ELETRICISTA OU PROFISSIONAL DA CONSTRUÇÃO CIVIL,ANALFABETO/SEM INSTRUÇÃO,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,50 A 54 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,MG,315460 | RIBEIRÃO DAS NEVES,PEDREIRO, SERVENTE DE OBRAS, PINTOR DE OBRAS, ELETRICISTA OU PROFISSIONAL DA CONSTRUÇÃO CIVIL,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO,,,,,,,,,,,
0017E66C3897682DEA27A6D48217F4204646AA7217D2D0B4713EA626BDA9F83A,2023-01-13 11:02:45.193,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SE,280480 | NOSSA SENHORA DO SOCORRO,DIARIAMENTE,HÁ UMA SEMANA,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,PADRASTO/MADRASTA,PESSOA FÍSICA,MASCULINO,NÃO,12 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SE,280480 | NOSSA SENHORA DO SOCORRO,NULL,NULL,NULL,PRETA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,35 A 39 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SE,280480 | NOSSA SENHORA DO SOCORRO,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,LIBERDADE>LABORAL>EXPLORAÇÃO DO TRABALHO,,,,,,,,,,,,,,,,,
